line,datetime,dim,m_dist,anom_size,bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,hw12,hw23,hw34,hw45,hw56,hw67,hw78,hw89,hw910,hw1011,hw1112,hw1213
18,2021-01-11 18:27:30.766670100,2,5.76006,2,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,0,349,-1729,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:32:57.215599300,3,3.64357,2,BF67GMX,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,182,430,-957,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:32:28.419892600,3,3.70902,2,BF67GMX,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,320,328,-967,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:31:59.594212100,3,3.75429,2,BF67GMX,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,342,286,-967,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:29:29.787771500,3,4.22304,2,BF67GMX,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,338,362,-1165,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:29:29.787771500,4,4.23901,2,BF67GMX,BF67GLJ,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,338,362,-1165,1447,0,0,0,0,0,0,0,0
18,2021-01-11 18:27:30.766670100,3,5.91526,2,BF67GMX,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,252,349,-1729,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:27:30.766670100,3,5.67704,2,BF67GMX,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,283,317,-1638,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:27:30.766670100,4,5.75208,2,BF67GMX,BF67GLJ,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,283,317,-1638,1904,0,0,0,0,0,0,0,0
18,2021-01-11 18:32:57.215599300,3,3.63516,2,BF67GLJ,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,0,430,-957,1340,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:32:28.419892600,3,3.75175,2,BF67GLJ,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,0,328,-967,1365,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:31:59.594212100,3,3.76437,2,BF67GLJ,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,0,286,-967,1340,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:29:29.787771500,3,4.23285,2,BF67GLJ,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,0,362,-1165,1447,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:27:30.766670100,3,5.71316,2,BF67GLJ,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,0,317,-1638,1904,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:32:57.215599300,1,3.32931,2,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,0,0,-957,0,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:32:57.215599300,1,3.02929,2,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,0,0,-842,0,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:32:28.419892600,1,3.3554,2,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,0,0,-967,0,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:31:59.594212100,1,3.3554,2,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,0,0,-967,0,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:29:29.787771500,1,3.87196,2,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,0,0,-1165,0,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:27:30.766670100,1,5.34337,2,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,0,0,-1729,0,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:27:30.766670100,1,5.10596,2,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,0,0,-1638,0,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:32:57.215599300,2,3.50589,2,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,0,430,-957,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:32:57.215599300,2,3.25977,2,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,0,347,-842,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:32:28.419892600,2,3.63212,2,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,0,328,-967,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:31:59.594212100,2,3.67803,2,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,0,286,-967,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:29:29.787771500,2,4.15572,2,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,0,362,-1165,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:27:30.766670100,2,5.76006,2,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,0,349,-1729,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:27:30.766670100,2,5.53706,2,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,0,317,-1638,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:32:57.215599300,3,3.64357,2,BF67GMX,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,182,430,-957,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:32:28.419892600,3,3.70902,2,BF67GMX,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,320,328,-967,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:31:59.594212100,3,3.75429,2,BF67GMX,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,342,286,-967,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:29:29.787771500,3,4.22304,2,BF67GMX,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,338,362,-1165,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:27:30.766670100,3,5.91526,2,BF67GMX,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,252,349,-1729,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:27:30.766670100,3,5.67704,2,BF67GMX,BF67GLJ,BF67GMY,LJ16EWH,0,0,0,0,0,0,0,0,0,283,317,-1638,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:32:57.215599300,2,3.5821,2,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,0,0,-957,1340,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:32:57.215599300,2,3.36811,2,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,0,0,-842,1334,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:32:28.419892600,2,3.63058,2,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,0,0,-967,1365,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:31:59.594212100,2,3.60076,2,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,0,0,-967,1340,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:29:29.787771500,2,4.09865,2,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,0,0,-1165,1447,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:27:30.766670100,2,5.51767,2,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,0,0,-1638,1904,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:32:57.215599300,3,3.63516,2,BF67GLJ,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,0,430,-957,1340,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:32:28.419892600,3,3.75175,2,BF67GLJ,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,0,328,-967,1365,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:31:59.594212100,3,3.76437,2,BF67GLJ,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,0,286,-967,1340,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:29:29.787771500,3,4.23285,2,BF67GLJ,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,0,362,-1165,1447,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:27:30.766670100,3,5.71316,2,BF67GLJ,BF67GMY,LJ16EWH,BF67GMU,0,0,0,0,0,0,0,0,0,317,-1638,1904,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:58.068862400,1,2.89027,3,BF67GMX,BF67GKV,0,0,0,0,0,0,0,0,0,0,0,1427,0,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:56.933359400,1,2.82504,3,BF67GMX,BF67GKV,0,0,0,0,0,0,0,0,0,0,0,1402,0,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:41:57.494923100,1,2.89548,3,BF67GMX,BF67GKV,0,0,0,0,0,0,0,0,0,0,0,1429,0,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:44:26.781532000,3,3.6844,5,BF67GMY,BF67GMU,BF67GMX,BF67GKV,0,0,0,0,0,0,0,0,0,625,-981,1411,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:59.753514500,3,3.67441,5,BF67GMY,BF67GMU,BF67GMX,BF67GKV,0,0,0,0,0,0,0,0,0,695,-1003,1374,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:58.068862400,3,3.83487,5,BF67GMY,BF67GMU,BF67GMX,BF67GKV,0,0,0,0,0,0,0,0,0,695,-1056,1427,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:56.933359400,3,3.70657,5,BF67GMY,BF67GMU,BF67GMX,BF67GKV,0,0,0,0,0,0,0,0,0,695,-1003,1402,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:41:57.494923100,3,3.65346,5,BF67GMY,BF67GMU,BF67GMX,BF67GKV,0,0,0,0,0,0,0,0,0,659,-954,1429,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:44:26.781532000,3,3.6261,4,BF67GMU,BF67GMX,BF67GKV,BF67GMZ,0,0,0,0,0,0,0,0,0,-981,1411,252,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:59.753514500,3,3.63379,4,BF67GMU,BF67GMX,BF67GKV,BF67GMZ,0,0,0,0,0,0,0,0,0,-1003,1374,303,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:58.068862400,3,3.78254,4,BF67GMU,BF67GMX,BF67GKV,BF67GMZ,0,0,0,0,0,0,0,0,0,-1056,1427,274,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:56.933359400,3,3.65946,4,BF67GMU,BF67GMX,BF67GKV,BF67GMZ,0,0,0,0,0,0,0,0,0,-1003,1402,275,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:46:27.023781100,4,4.68086,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-775,409,603,-986,0,0,0,0,0,0,0,0
18,2021-01-11 18:46:27.023781100,1,2.8545,2,LJ16EWH,BF67GLJ,0,0,0,0,0,0,0,0,0,0,0,-775,0,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:45:27.229911600,4,4.59502,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-744,495,570,-998,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:58.068862400,4,4.16976,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-437,418,695,-1056,0,0,0,0,0,0,0,0
18,2021-01-11 18:46:27.023781100,4,4.68086,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-775,409,603,-986,0,0,0,0,0,0,0,0
18,2021-01-11 18:45:27.229911600,4,4.59502,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-744,495,570,-998,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:58.068862400,4,4.16976,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-437,418,695,-1056,0,0,0,0,0,0,0,0
18,2021-01-11 18:46:27.023781100,4,4.68086,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-775,409,603,-986,0,0,0,0,0,0,0,0
18,2021-01-11 18:45:27.229911600,4,4.59502,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-744,495,570,-998,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:58.068862400,4,4.16976,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-437,418,695,-1056,0,0,0,0,0,0,0,0
18,2021-01-11 18:46:56.037106000,3,3.59013,3,BF67GMU,BF67GMX,BF67GKV,BF67GMZ,0,0,0,0,0,0,0,0,0,-910,1467,230,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:46:27.023781100,3,3.72406,3,BF67GMU,BF67GMX,BF67GKV,BF67GMZ,0,0,0,0,0,0,0,0,0,-986,1468,269,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:45:27.229911600,3,3.78421,3,BF67GMU,BF67GMX,BF67GKV,BF67GMZ,0,0,0,0,0,0,0,0,0,-998,1519,176,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:44:26.781532000,3,3.6261,3,BF67GMU,BF67GMX,BF67GKV,BF67GMZ,0,0,0,0,0,0,0,0,0,-981,1411,252,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:59.753514500,3,3.63379,3,BF67GMU,BF67GMX,BF67GKV,BF67GMZ,0,0,0,0,0,0,0,0,0,-1003,1374,303,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:58.068862400,3,3.78254,3,BF67GMU,BF67GMX,BF67GKV,BF67GMZ,0,0,0,0,0,0,0,0,0,-1056,1427,274,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:56.933359400,3,3.65946,3,BF67GMU,BF67GMX,BF67GKV,BF67GMZ,0,0,0,0,0,0,0,0,0,-1003,1402,275,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:46:27.023781100,4,4.68086,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-775,409,603,-986,0,0,0,0,0,0,0,0
18,2021-01-11 18:45:27.229911600,4,4.59502,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-744,495,570,-998,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:58.068862400,4,4.16976,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-437,418,695,-1056,0,0,0,0,0,0,0,0
18,2021-01-11 18:49:31.027919800,4,4.70887,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-899,399,451,-797,0,0,0,0,0,0,0,0
18,2021-01-11 18:48:26.455260000,4,4.62417,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-879,385,445,-765,0,0,0,0,0,0,0,0
18,2021-01-11 18:46:27.023781100,4,4.68086,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-775,409,603,-986,0,0,0,0,0,0,0,0
18,2021-01-11 18:45:27.229911600,4,4.59502,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-744,495,570,-998,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:58.068862400,4,4.16976,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-437,418,695,-1056,0,0,0,0,0,0,0,0
18,2021-01-11 18:49:31.027919800,4,4.70887,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-899,399,451,-797,0,0,0,0,0,0,0,0
18,2021-01-11 18:49:31.027919800,2,3.28932,2,LJ16EWH,BF67GLJ,BF67GMY,0,0,0,0,0,0,0,0,0,0,-899,399,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:49:31.027919800,1,3.178,2,LJ16EWH,BF67GLJ,0,0,0,0,0,0,0,0,0,0,0,-899,0,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:49:30.418591500,4,4.85247,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-989,489,176,-635,0,0,0,0,0,0,0,0
18,2021-01-11 18:49:30.418591500,2,3.46047,2,LJ16EWH,BF67GLJ,BF67GMY,0,0,0,0,0,0,0,0,0,0,-989,489,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:49:30.418591500,1,3.4128,2,LJ16EWH,BF67GLJ,0,0,0,0,0,0,0,0,0,0,0,-989,0,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:48:26.455260000,4,4.62417,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-879,385,445,-765,0,0,0,0,0,0,0,0
18,2021-01-11 18:48:26.455260000,1,3.12582,2,LJ16EWH,BF67GLJ,0,0,0,0,0,0,0,0,0,0,0,-879,0,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:46:27.023781100,4,4.68086,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-775,409,603,-986,0,0,0,0,0,0,0,0
18,2021-01-11 18:46:27.023781100,1,2.8545,2,LJ16EWH,BF67GLJ,0,0,0,0,0,0,0,0,0,0,0,-775,0,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:45:27.229911600,4,4.59502,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-744,495,570,-998,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:58.068862400,4,4.16976,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-437,418,695,-1056,0,0,0,0,0,0,0,0
18,2021-01-11 18:49:31.027919800,4,4.70887,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-899,399,451,-797,0,0,0,0,0,0,0,0
18,2021-01-11 18:49:31.027919800,2,3.28932,2,LJ16EWH,BF67GLJ,BF67GMY,0,0,0,0,0,0,0,0,0,0,-899,399,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:49:30.418591500,4,4.85247,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-989,489,176,-635,0,0,0,0,0,0,0,0
18,2021-01-11 18:49:30.418591500,2,3.46047,2,LJ16EWH,BF67GLJ,BF67GMY,0,0,0,0,0,0,0,0,0,0,-989,489,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:48:26.455260000,4,4.62417,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-879,385,445,-765,0,0,0,0,0,0,0,0
18,2021-01-11 18:46:27.023781100,4,4.68086,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-775,409,603,-986,0,0,0,0,0,0,0,0
18,2021-01-11 18:45:27.229911600,4,4.59502,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-744,495,570,-998,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:58.068862400,4,4.16976,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-437,418,695,-1056,0,0,0,0,0,0,0,0
18,2021-01-11 18:49:31.027919800,4,4.70887,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-899,399,451,-797,0,0,0,0,0,0,0,0
18,2021-01-11 18:49:30.418591500,4,4.85247,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-989,489,176,-635,0,0,0,0,0,0,0,0
18,2021-01-11 18:48:26.455260000,4,4.62417,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-879,385,445,-765,0,0,0,0,0,0,0,0
18,2021-01-11 18:46:27.023781100,4,4.68086,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-775,409,603,-986,0,0,0,0,0,0,0,0
18,2021-01-11 18:45:27.229911600,4,4.59502,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-744,495,570,-998,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:58.068862400,4,4.16976,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-437,418,695,-1056,0,0,0,0,0,0,0,0
18,2021-01-11 18:49:31.027919800,4,4.70887,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-899,399,451,-797,0,0,0,0,0,0,0,0
18,2021-01-11 18:49:30.418591500,4,4.85247,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-989,489,176,-635,0,0,0,0,0,0,0,0
18,2021-01-11 18:48:26.455260000,4,4.62417,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-879,385,445,-765,0,0,0,0,0,0,0,0
18,2021-01-11 18:46:27.023781100,4,4.68086,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-775,409,603,-986,0,0,0,0,0,0,0,0
18,2021-01-11 18:45:27.229911600,4,4.59502,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-744,495,570,-998,0,0,0,0,0,0,0,0
18,2021-01-11 18:42:58.068862400,4,4.16976,2,LJ16EWH,BF67GLJ,BF67GMY,BF67GMU,BF67GMX,0,0,0,0,0,0,0,0,-437,418,695,-1056,0,0,0,0,0,0,0,0
18,2021-01-11 19:04:58.172470400,4,4.44052,2,BF67GMZ,LJ15JZA,LJ66TSU,LJ16EWH,BF67GKU,0,0,0,0,0,0,0,0,554,355,-426,-900,0,0,0,0,0,0,0,0
18,2021-01-11 19:04:26.420386300,4,4.53583,2,BF67GMZ,LJ15JZA,LJ66TSU,LJ16EWH,BF67GKU,0,0,0,0,0,0,0,0,535,298,-456,-900,0,0,0,0,0,0,0,0
18,2021-01-11 18:58:55.889169800,3,4.7117,2,BF67GMZ,LJ15JZA,LJ66TSU,LJ16EWH,0,0,0,0,0,0,0,0,0,412,410,-1368,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:56:58.034539300,3,5.09408,2,BF67GMZ,LJ15JZA,LJ66TSU,LJ16EWH,0,0,0,0,0,0,0,0,0,426,373,-1488,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:54:27.115498900,3,4.47891,2,BF67GMZ,LJ15JZA,LJ66TSU,LJ16EWH,0,0,0,0,0,0,0,0,0,578,363,-1284,0,0,0,0,0,0,0,0,0
18,2021-01-11 19:04:58.172470400,1,3.25639,2,LJ16EWH,BF67GKU,0,0,0,0,0,0,0,0,0,0,0,-900,0,0,0,0,0,0,0,0,0,0,0
18,2021-01-11 19:04:58.172470400,2,3.87236,2,LJ16EWH,BF67GKU,BF67GKY,0,0,0,0,0,0,0,0,0,0,-900,1694,0,0,0,0,0,0,0,0,0,0
